City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,east ballina,-28.8667,153.5833,65.3,89,1,4.59,AU,1732555969
364,pampierstad,-27.7832,24.6877,85.59,25,50,15.68,ZA,1732555970
365,kill devil hills,36.0307,-75.676,62.62,62,0,5.75,US,1732555971
366,twon-brass,4.3151,6.2418,82.42,72,70,14.38,NG,1732555972
367,jacmel,18.2342,-72.5347,82.89,73,96,4.21,HT,1732555974
368,kalix,65.853,23.1565,35.58,94,36,9.62,SE,1732555975
369,nar'yan-mar,67.6713,53.087,26.58,89,100,34.31,RU,1732555976
370,china,25.7,-99.2333,79.75,46,0,3.29,MX,1732555977
371,tokonou,9.65,-9.7833,79.21,30,65,3.09,GN,1732555979
372,la ronge,55.1001,-105.2842,5.25,92,100,8.05,CA,1732555980
373,fauske,67.2588,15.3918,37.94,92,100,2.68,NO,1732555981
374,mossel bay,-34.1831,22.146,66.13,80,80,18.59,ZA,1732555982
375,usinsk,65.9939,57.5281,23.5,87,100,31.85,RU,1732555983
376,meadow lake,34.8014,-106.5436,54.68,35,93,2.66,US,1732555985
377,ponta delgada,37.7333,-25.6667,66.92,82,20,16.11,PT,1732555986
378,waycross,31.2136,-82.354,73.45,43,0,4.61,US,1732555820
379,vilhena,-12.7406,-60.1458,86.22,58,75,6.91,BR,1732555988
380,chinde,26.8212,87.7095,60.57,77,41,5.28,NP,1732555990
381,porbandar,21.6422,69.6093,77.52,41,0,5.95,IN,1732555991
382,santiago de cuba,20.0247,-75.8219,80.71,78,100,3.44,CU,1732555992
383,khanty-mansiysk,61.0042,69.0019,26.71,59,0,6.71,RU,1732555993
384,balabac,7.9868,117.0645,82.08,83,100,15.05,PH,1732555994
385,yurga,55.7231,84.8861,11.55,92,65,6.64,RU,1732555996
386,kenora,49.8167,-94.4337,25.77,93,100,6.91,CA,1732555997
387,veraval,20.9,70.3667,75.72,60,23,4.9,IN,1732555998
388,arkhipo-osipovka,44.37,38.52,39.15,97,100,17.16,RU,1732555999
389,katsuura,35.1333,140.3,53.62,65,1,6.35,JP,1732556001
390,pitkyaranta,61.5734,31.4792,39.92,92,100,22.03,RU,1732556002
391,la plata,-34.9215,-57.9545,77.38,77,96,8.61,AR,1732556003
392,kerema,-7.9631,145.7785,77.72,89,99,4.85,PG,1732556004
393,bandarbeyla,9.4942,50.8122,79.07,79,80,13.24,SO,1732556006
394,smithers,54.7804,-127.1743,3.52,92,75,5.75,CA,1732556007
395,waingapu,-9.6567,120.2641,81.81,79,86,2.1,ID,1732556008
396,qamdo,31.1667,97.2333,23.18,25,36,3.06,CN,1732556009
397,xuddur,4.1213,43.8894,84.7,40,72,7.34,SO,1732556010
398,de aar,-30.6497,24.0123,83.35,13,38,20.15,ZA,1732556012
399,maebaru-chuo,33.55,130.2,56.71,65,100,8.75,JP,1732556013
400,vilyuchinsk,52.9306,158.4028,21.47,75,100,9.71,RU,1732556014
401,east toowoomba,-27.5608,151.9673,59.5,93,33,4.0,AU,1732556015
402,nyurba,63.2842,118.3319,-17.41,97,49,6.53,RU,1732556017
403,ruokolahti,61.2833,28.8333,39.78,95,100,19.1,FI,1732556018
404,guigang,23.0964,109.6092,60.96,66,100,8.05,CN,1732556019
405,vershino-darasunskiy,52.35,115.5167,-3.51,97,100,5.19,RU,1732556022
406,dien bien phu,21.3833,103.0167,68.34,88,79,2.93,VN,1732556023
407,sabang,5.8933,95.3214,80.58,84,99,7.96,ID,1732556024
408,cromer,52.9312,1.2989,48.2,70,15,13.0,GB,1732556025
409,berezovyy,51.6667,135.7,13.68,92,100,1.61,RU,1732556027
410,lodwar,3.1191,35.5973,87.21,43,100,11.77,KE,1732556028
411,troitsko-pechorsk,62.7084,56.1964,19.44,96,60,8.68,RU,1732556029
412,rock springs,41.5875,-109.2029,18.84,86,0,3.44,US,1732556029
413,mahanoro,-19.9,48.8,76.84,88,7,6.08,MG,1732556034
414,kenai,60.5544,-151.2583,37.49,93,100,9.22,US,1732556035
415,kimbe,-5.5502,150.1429,75.96,92,99,2.95,PG,1732556037
416,khovd,48.0056,91.6419,13.93,67,10,6.51,MN,1732556038
417,baiyin,36.5583,104.2081,20.71,47,0,0.56,CN,1732556039
418,tucuma,-0.1833,-50.05,85.35,66,55,11.25,BR,1732556040
419,horta,38.5333,-28.6333,67.64,91,40,19.57,PT,1732556042
420,auki,-8.7676,160.7034,76.95,90,66,4.43,SB,1732556043
421,ambikapur,23.1167,83.2,55.47,58,74,3.62,IN,1732556044
422,ghanzi,-21.5667,21.7833,76.51,49,45,4.97,BW,1732556045
423,vallenar,-28.5708,-70.7581,85.96,29,2,9.06,CL,1732556046
424,zambezi,-13.5432,23.1047,67.48,88,97,2.08,ZM,1732556048
425,pasuquin,18.3328,120.6177,77.38,82,14,7.87,PH,1732556049
426,callao,-12.0667,-77.15,71.89,73,75,10.36,PE,1732556049
427,samtse,26.899,89.0995,59.95,84,77,5.01,BT,1732556051
428,ngou,5.1959,10.3844,64.15,67,17,2.75,CM,1732556053
429,shalkar,47.8288,59.6258,32.56,71,0,11.12,KZ,1732556054
430,goure,13.9835,10.2704,74.95,18,13,9.91,NE,1732556055
431,new bern,35.1085,-77.0441,68.05,48,0,5.75,US,1732556056
432,humaita,-7.5061,-63.0208,86.72,61,73,2.73,BR,1732556057
433,page,36.9147,-111.4558,42.58,58,0,1.01,US,1732556059
434,joaquin v. gonzalez,-25.0833,-64.1833,99.95,34,91,9.26,AR,1732556060
435,yilan,24.757,121.753,68.47,86,17,5.39,TW,1732555913
436,parambu,-6.2111,-40.6944,92.3,35,63,5.93,BR,1732556062
437,ketchikan,55.3422,-131.6461,29.34,57,85,2.68,US,1732556064
438,tubarjal,30.4999,38.216,53.1,42,0,10.13,SA,1732556065
439,zakamensk,50.3741,103.2863,7.75,77,98,3.71,RU,1732556066
440,weligama,5.9667,80.4167,73.89,94,100,7.74,LK,1732556067
441,yokadouma,3.5167,15.05,77.7,50,42,1.36,CM,1732556069
442,galliano,29.4422,-90.2992,78.8,53,0,12.66,US,1732556070
443,maturin,9.75,-63.1767,85.84,100,52,5.75,VE,1732556071
444,noshiro,40.2039,140.0242,37.58,81,3,7.2,JP,1732556073
445,menaka,15.9182,2.4022,83.61,12,1,10.07,ML,1732556075
446,karratha,-20.7377,116.8463,80.87,62,29,14.47,AU,1732556076
447,lazaro cardenas,17.9583,-102.2,82.87,63,1,3.56,MX,1732555780
448,banda aceh,5.5577,95.3222,77.23,92,100,5.19,ID,1732556080
449,monrovia,6.3005,-10.7969,82.09,73,12,10.47,LR,1732556081
450,outjo,-20.1167,16.15,79.9,32,62,18.37,NA,1732556082
451,gagarin,55.5529,34.9954,27.86,91,100,13.49,RU,1732556083
452,puerto armuelles,8.2833,-82.8667,77.09,90,57,5.01,PA,1732556085
453,bengkulu,-3.8004,102.2655,74.46,93,100,6.89,ID,1732556086
454,la foa,-21.7108,165.8276,74.5,80,86,3.51,NC,1732556087
455,hun,29.1268,15.9477,59.99,51,100,8.86,LY,1732556088
456,codrington,-38.2667,141.9667,57.83,97,2,6.44,AU,1732556090
457,dwarka,22.2394,68.9678,78.58,53,0,11.5,IN,1732556091
458,labrador city,52.9463,-66.9114,33.71,94,75,18.01,CA,1732556092
459,daru,-9.0763,143.2092,79.23,90,46,11.83,PG,1732556093
460,farasan,16.7022,42.1183,83.7,71,2,9.17,SA,1732556094
461,puerto baquerizo moreno,-0.9,-89.6,79.79,57,40,16.11,EC,1732556096
462,lata,40.1629,-8.3327,49.23,76,97,0.25,PT,1732556097
463,i-n-salah,27.1935,2.4607,71.89,29,7,10.71,DZ,1732556098
464,kargasok,59.0556,80.8572,23.74,84,100,8.5,RU,1732556099
465,priozersk,61.0393,30.1291,38.08,100,100,17.22,RU,1732556101
466,val-d'or,48.1002,-77.7828,28.49,93,100,6.91,CA,1732556102
467,kasama,-10.2129,31.1808,69.91,70,80,1.59,ZM,1732556103
468,dampit,-8.2116,112.7493,73.08,98,100,2.57,ID,1732556104
469,eyl,7.9803,49.8164,79.39,76,18,15.23,SO,1732556106
470,carutapera,-1.195,-46.02,85.59,62,93,11.16,BR,1732556107
471,haiku-pauwela,20.9219,-156.3051,69.21,88,20,8.99,US,1732556108
472,island harbour,50.724,-1.2758,51.03,61,70,4.0,GB,1732556109
473,puri,19.8,85.85,71.46,62,62,7.67,IN,1732556111
474,spring creek,40.7266,-115.5859,37.4,47,51,1.25,US,1732556112
475,masterton,-40.9597,175.6575,57.24,92,55,1.63,NZ,1732556113
476,bikenibeu village,1.3673,173.1241,82.36,78,20,13.8,KI,1732556114
477,manado,1.487,124.8455,75.97,94,20,2.3,ID,1732556024
478,engenheiro beltrao,-23.7972,-52.2692,92.91,24,2,5.88,BR,1732556117
479,cidreira,-30.1811,-50.2056,72.0,78,100,14.99,BR,1732556118
480,nadi,-17.8,177.4167,75.2,88,100,0.0,FJ,1732556119
481,radhanpur,23.8333,71.6,72.79,27,0,6.35,IN,1732556120
482,tyukhtet,56.5389,89.3011,21.4,88,85,9.6,RU,1732556122
483,graaff-reinet,-32.2522,24.5308,79.92,58,84,12.1,ZA,1732556123
484,paso de los toros,-32.8167,-56.5167,76.46,77,100,6.73,UY,1732556124
485,sao jose da coroa grande,-8.8978,-35.1478,81.88,65,41,13.0,BR,1732556125
486,novyy urengoy,66.0833,76.6333,20.19,86,20,18.25,RU,1732556127
487,monte cristo,-31.3431,-63.9444,75.76,90,100,6.93,AR,1732556128
488,sao gabriel da cachoeira,-0.1303,-67.0892,85.8,70,75,10.36,BR,1732556129
489,al burayqah,30.4062,19.5739,62.76,62,69,11.12,LY,1732556130
490,st. john's,47.5649,-52.7093,46.27,91,100,6.91,CA,1732556131
491,manaure,11.7751,-72.4445,88.97,61,99,16.04,CO,1732556133
492,balkanabat,39.5108,54.3671,59.49,47,85,6.24,TM,1732556134
493,port augusta,-32.5,137.7667,72.7,70,100,2.82,AU,1732556135
494,severnoye,56.3491,78.3619,17.38,85,96,5.32,RU,1732556138
495,volkhov,59.9258,32.3382,35.55,85,100,14.2,RU,1732555977
496,happy valley-goose bay,53.3168,-60.3315,39.51,87,100,17.27,CA,1732556140
497,sinop,41.7711,34.8709,33.12,99,100,4.88,TR,1732556141
498,wynne,35.2245,-90.7868,66.51,83,78,12.44,US,1732556143
499,ghat,24.9647,10.1728,66.72,35,0,7.65,LY,1732556144
500,alo,6.5486,4.2686,81.61,76,89,8.97,NG,1732556145
501,kourou,5.1552,-52.6478,85.8,63,51,6.85,GF,1732556146
502,morris,40.8334,-74.5329,51.96,49,20,5.75,US,1732556148
503,narvik,68.4384,17.4272,30.81,97,100,3.09,NO,1732556149
504,rurrenabaque,-14.4413,-67.5278,89.49,74,20,4.61,BO,1732556150
505,kuvandyk,51.4781,57.3552,21.99,84,5,8.28,RU,1732556151
506,rouyn-noranda,48.2398,-79.0288,28.49,86,100,3.44,CA,1732555865
507,nikolayevsk-on-amure,53.1406,140.73,4.28,94,6,2.86,RU,1732556154
508,kapuskasing,49.4169,-82.4331,28.49,100,100,1.14,CA,1732556155
509,usakos,-22.0,15.6,73.92,40,2,11.03,NA,1732556156
510,st. paul,44.9444,-93.0933,32.58,80,100,16.11,US,1732555890
511,liwale,-9.7667,37.9333,79.48,50,59,8.1,TZ,1732556160
512,iranshahr,27.2025,60.6848,73.74,28,0,0.0,IR,1732555941
513,ukiah,39.1502,-123.2078,52.38,93,100,4.61,US,1732555912
514,puerto montt,-41.4698,-72.9447,56.23,88,100,14.97,CL,1732556163
515,vi thanh,9.7835,105.4672,75.96,92,100,4.14,VN,1732556165
516,port hueneme,34.1478,-119.1951,60.21,78,100,8.05,US,1732556167
517,portel,-1.9356,-50.8211,95.05,40,70,5.79,BR,1732556168
518,antsohihy,-14.8796,47.9875,81.97,73,88,2.98,MG,1732556170
519,weno,7.4515,151.8468,84.15,84,100,6.91,FM,1732556171
520,gangapur,26.4833,76.7167,63.48,27,0,4.34,IN,1732556172
521,undurkhaan,47.3194,110.6556,12.83,43,94,14.47,MN,1732556173
522,shirvan,39.9509,48.8994,52.2,73,100,12.24,AZ,1732556175
523,talara,-4.5772,-81.2719,81.36,57,0,12.66,PE,1732556176
524,wanning,18.8003,110.3967,74.12,93,96,10.31,CN,1732556177
525,san antonio de pale,-1.4014,5.6325,79.07,82,100,11.97,GQ,1732556178
526,annaba,36.9,7.7667,63.46,66,0,5.48,DZ,1732556180
527,tanaina,61.6269,-149.4281,32.88,95,100,3.44,US,1732556181
528,caleta de carquin,-11.0925,-77.6267,71.73,74,83,11.1,PE,1732556182
529,thunder bay,48.4001,-89.3168,30.18,86,100,11.5,CA,1732556183
530,sheopur,25.6667,76.7,66.07,39,0,1.81,IN,1732556184
531,el granada,37.5027,-122.4694,55.35,91,100,10.36,US,1732556186
532,tumayr,25.7039,45.868,73.96,43,65,9.98,SA,1732556187
533,kavieng,-2.5744,150.7967,82.53,81,97,11.59,PG,1732556188
534,vohibinany,-17.35,49.0333,73.62,95,34,1.32,MG,1732556189
535,talakan,50.3167,130.3667,23.86,93,100,12.33,RU,1732556191
536,malango,-2.9627,119.9001,68.31,98,100,1.16,ID,1732556192
537,likisa,-8.6695,125.6875,69.26,91,75,1.25,TL,1732556193
538,novo aripuana,-5.1206,-60.3797,90.09,52,59,2.73,BR,1732556194
539,guane,22.2025,-84.0875,83.61,54,11,9.13,CU,1732556195
540,namdrik,5.5994,168.1028,84.51,70,74,18.41,MH,1732556197
541,tadine,-21.55,167.8833,73.74,93,99,15.14,NC,1732556198
542,beau vallon,-20.4189,57.6953,77.23,83,40,8.05,MU,1732556199
543,chibougamau,49.9168,-74.3659,31.62,86,100,8.05,CA,1732556200
544,fort bragg,35.139,-79.006,69.82,46,0,5.75,US,1732556204
545,labytnangi,66.6572,66.4183,20.23,86,63,14.88,RU,1732556205
546,agadez,19.75,10.25,69.89,28,0,7.96,NE,1732556207
547,brownfield,33.1812,-102.2744,50.54,40,96,13.22,US,1732556208
548,alvaraes,-3.2208,-64.8042,91.27,51,61,1.57,BR,1732556209
549,kirakira,-10.4544,161.9205,80.44,82,93,2.91,SB,1732556210
550,juegang,32.3174,121.1855,45.14,74,100,17.09,CN,1732556212
551,yerofey pavlovich,53.9667,121.9667,9.14,94,100,5.19,RU,1732556213
552,anatuya,-28.4606,-62.8347,94.98,43,82,12.19,AR,1732556214
553,diapaga,12.0708,1.7889,81.12,15,8,6.73,BF,1732556215
554,florida,28.7505,-82.5001,78.01,41,0,0.0,US,1732556087
555,butembo,0.15,29.2833,58.68,99,100,0.25,CD,1732556218
556,yashan,22.1975,109.9419,67.46,82,83,10.27,CN,1732556219
557,peterhead,57.5058,-1.7981,46.17,79,100,22.41,GB,1732556220
558,tamandare,-8.7597,-35.1047,82.18,64,41,12.24,BR,1732556221
559,mpongwe,-13.5091,28.155,68.74,81,94,7.23,ZM,1732556223
560,genhe,50.7833,121.5167,13.39,94,100,4.7,CN,1732556224
561,nyandoma,61.669,40.1991,30.34,88,100,17.67,RU,1732556225
562,rosarito,32.3333,-117.0333,59.97,42,94,7.38,MX,1732556226
563,guiuan,11.0333,125.7247,82.33,81,34,14.99,PH,1732556228
564,barclayville,4.6797,-8.2339,79.54,79,57,6.71,LR,1732556229
565,ringkobing,56.0901,8.244,49.98,87,100,18.41,DK,1732556230
566,kozhevnikovo,56.2589,83.9714,14.59,93,75,6.26,RU,1732556231
567,tut,37.7953,37.9161,29.53,63,99,6.78,TR,1732556232
568,kerikeri,-35.2268,173.9474,51.91,89,91,3.53,NZ,1732556234
569,kisangani,0.5167,25.2,69.31,97,93,2.73,CD,1732556235
570,dabeiba,7.0017,-76.2672,78.49,83,77,3.0,CO,1732556236
571,soma,39.1855,27.6094,39.07,71,10,6.24,TR,1732556237
572,dayton,39.7589,-84.1916,59.86,76,100,12.66,US,1732556239
573,hirekerur,14.4667,75.3833,66.07,60,95,7.4,IN,1732556240
574,quellon,-43.1167,-73.6167,51.91,93,100,15.79,CL,1732556241
575,eureka,40.8021,-124.1637,51.62,95,66,3.0,US,1732556090
576,huarmey,-10.0681,-78.1522,73.0,73,58,11.52,PE,1732556243
577,m'sila,35.7058,4.5419,59.76,52,64,11.12,DZ,1732556245
578,mongo,12.1844,18.693,77.72,18,5,7.07,TD,1732556246
579,qiongshan,20.0058,110.3542,73.38,88,75,8.95,CN,1732556247
